excel_row,status,db_id,excel_name,excel_city,excel_region,excel_address,db_name,db_city,db_region,db_address
215,exact_match,697792902e40cca8d4f82852,Junction Day Care Centre,Toronto,Toronto,"265 Annette St, Toronto, ON M6P 1R3",Junction Day Care Centre,Toronto,Toronto,"265 Annette St, Toronto, ON M6P 1R3"
216,exact_match,6977928e2e40cca8d4f8271f,Keelmount Daycare Centre,Toronto,Toronto,"99 Mountview Av., Toronto, ON M6P 2L5",Keelmount Daycare Centre,Toronto,Toronto,"99 Mountview Av., Toronto, ON M6P 2L5"
217,exact_match,697792962e40cca8d4f82cf0,Kids & Company - Bloor Street Site,Toronto,Toronto,"Suite 160, 160 Bloor St E, Toronto, ON M4W 1B9",Kids & Company - Bloor Street Site,Toronto,Toronto,"Suite 160, 160 Bloor St E, Toronto, ON M4W 1B9"
218,exact_match,697792962e40cca8d4f82cf1,Kids & Company - Consumers Site,Toronto,Toronto,"251 Consumers Road, Suite 100, Toronto, Ontario, M2J 4R3",Kids & Company - Consumers Site,Toronto,Toronto,"251 Consumers Road, Suite 100, Toronto, Ontario, M2J 4R3"
219,exact_match,697792962e40cca8d4f82cf2,Kids & Company Etobicoke,Etobicoke,Toronto,"3250 Bloor St W Suite 101, Etobicoke, ON M8X 2W8",Kids & Company Etobicoke,Etobicoke,Toronto,"3250 Bloor St W Suite 101, Etobicoke, ON M8X 2W8"
220,exact_match,697792962e40cca8d4f82cf3,Kids & Company - Finch Site,Toronto,Toronto,"5650 Yonge Street, Suite 101, Toronto, Ontario, M2M 4G3",Kids & Company - Finch Site,Toronto,Toronto,"5650 Yonge Street, Suite 101, Toronto, Ontario, M2M 4G3"
221,exact_match,697792962e40cca8d4f82da1,Kids & Company - Front Street Site,Toronto,Toronto,"320 Front St W Suite 100, Toronto, ON M5V 3B6",Kids & Company - Front Street Site,Toronto,Toronto,"320 Front St W Suite 100, Toronto, ON M5V 3B6"
222,exact_match,697792962e40cca8d4f82cf4,Kids & Company King And Highline,Toronto,Toronto,"1100 King St W, Toronto, ON M6K 0C6",Kids & Company King And Highline,Toronto,Toronto,"1100 King St W, Toronto, ON M6K 0C6"
223,exact_match,697792962e40cca8d4f82d66,Kids & Company Ltd. - Bloor Christie,Toronto,Toronto,"703 Bloor St W, Toronto, ON M6G 1L5",Kids & Company Ltd. - Bloor Christie,Toronto,Toronto,"703 Bloor St W, Toronto, ON M6G 1L5"
224,exact_match,697792962e40cca8d4f82cf5,Kids & Company Queen West,Toronto,Toronto,"308 Queen St W, Toronto, ON M5V 2A4",Kids & Company Queen West,Toronto,Toronto,"308 Queen St W, Toronto, ON M5V 2A4"
225,exact_match,697792962e40cca8d4f82d8c,Kids & Company - Rosedale,Toronto,Toronto,"129 Mt Pleasant Rd, Toronto, ON M4W 2S3",Kids & Company - Rosedale,Toronto,Toronto,"129 Mt Pleasant Rd, Toronto, ON M4W 2S3"
226,exact_match,697792962e40cca8d4f82d8d,Kids & Company Scotia Plaza,Toronto,Toronto,"104 Yonge St Units 260 + 360, Toronto, ON M5C 2Y6",Kids & Company Scotia Plaza,Toronto,Toronto,"104 Yonge St Units 260 + 360, Toronto, ON M5C 2Y6"
227,exact_match,697792962e40cca8d4f82d8e,Kids & Company St Andrews,Toronto,Toronto,"73 Simcoe St, Toronto, ON M5J 1W9",Kids & Company St Andrews,Toronto,Toronto,"73 Simcoe St, Toronto, ON M5J 1W9"
228,exact_match,697792962e40cca8d4f82cf6,Kids & Company The Stockyards,York,Toronto,"100 Weston Rd, York, ON M6N 5H4",Kids & Company The Stockyards,York,Toronto,"100 Weston Rd, York, ON M6N 5H4"
229,exact_match,697792902e40cca8d4f8290e,Kids Club (Day Care Connection),Toronto,Toronto,"780 Kingston Rd, Toronto, ON M4E 1R7",Kids Club (Day Care Connection),Toronto,Toronto,"780 Kingston Rd, Toronto, ON M4E 1R7"
230,exact_match,697792962e40cca8d4f82bfc,Kids Club Daycare & Learning Centre (OpAaa Childrens Inc.),Etobicoke,Toronto,"104 Advance Rd, Etobicoke, ON M8Z 2T7",Kids Club Daycare & Learning Centre (OpAaa Childrens Inc.),Etobicoke,Toronto,"104 Advance Rd, Etobicoke, ON M8Z 2T7"
231,exact_match,697792962e40cca8d4f82cf7,Kids Connect Daycare,Toronto,Toronto,"138 Main St, Toronto, ON M4E 2V8",Kids Connect Daycare,Toronto,Toronto,"138 Main St, Toronto, ON M4E 2V8"
232,exact_match,6977928e2e40cca8d4f8279b,Kinderbrook Montessori School,North York,Toronto,"1 Credit Union Dr, North York, ON M4A 2S6",Kinderbrook Montessori School,North York,Toronto,"1 Credit Union Dr, North York, ON M4A 2S6"
233,exact_match,697792962e40cca8d4f82cf8,Kinder College Early Learning Centre,Toronto,Toronto,"218 Richmond St W, Toronto, ON M5V 1V6",Kinder College Early Learning Centre,Toronto,Toronto,"218 Richmond St W, Toronto, ON M5V 1V6"
234,exact_match,697792962e40cca8d4f82cf8,Kinder College Early Learning Centre,Toronto,Toronto,"25 Nicholas Ave, Toronto, ON M5A 0M9",Kinder College Early Learning Centre,Toronto,Toronto,"218 Richmond St W, Toronto, ON M5V 1V6"
235,exact_match,697792902e40cca8d4f82910,Knob Hill School Age YMCA,Scarborough,Toronto,"25 Seminole Avenue, Scarborough, ON M1J 1M8",Knob Hill School Age YMCA,Scarborough,Toronto,"25 Seminole Avenue, Scarborough, ON M1J 1M8"
236,exact_match,6977928e2e40cca8d4f826ca,Lakeshore Community Child Care Centre,Etobicoke,Toronto,"99 Seventh St, Etobicoke, ON M8V 3B5",Lakeshore Community Child Care Centre,Etobicoke,Toronto,"99 Seventh St, Etobicoke, ON M8V 3B5"
237,exact_match,6977928e2e40cca8d4f8279c,Lakeside Co-Operative Playschool Inc.,Toronto,Toronto,"2226 Queen St E, Toronto, ON M4E 1E9",Lakeside Co-Operative Playschool Inc.,Toronto,Toronto,"2226 Queen St E, Toronto, ON M4E 1E9"
238,exact_match,6977928e2e40cca8d4f82461,La Maison Du Dodo,York,Toronto,"582 Oakwood Ave, York, ON M6E 2X5",La Maison Du Dodo,York,Toronto,"582 Oakwood Ave, York, ON M6E 2X5"
239,exact_match,697792902e40cca8d4f82911,Lambton - Kingsway B & After School Program,Etobicoke,Toronto,"525 Prince Edward Dr N, Etobicoke, ON M8X 2M6",Lambton - Kingsway B & After School Program,Etobicoke,Toronto,"525 Prince Edward Dr N, Etobicoke, ON M8X 2M6"
240,exact_match,6977928e2e40cca8d4f8279d,Lamp Jr YMCA,Etobicoke,Toronto,"185 Fifth St, Etobicoke, ON M8V 2Z5",Lamp Jr YMCA,Etobicoke,Toronto,"185 Fifth St, Etobicoke, ON M8V 2Z5"
241,exact_match,6977928e2e40cca8d4f82488,La Petite Ecole,Toronto,Toronto,"130 Kennedy Ave, Toronto, ON M6S 2X9",La Petite Ecole,Toronto,Toronto,"130 Kennedy Ave, Toronto, ON M6S 2X9"
242,exact_match,6977928e2e40cca8d4f82435,Learning Garden Childcare,Etobicoke,Toronto,"69 Six Point Rd, Etobicoke, ON M8Z 2X3",Learning Garden Childcare,Etobicoke,Toronto,"69 Six Point Rd, Etobicoke, ON M8Z 2X3"
243,exact_match,697792962e40cca8d4f82d02,Leaside Day Care Centre,East York,Toronto,"206 Laird Dr #100, East York, ON M4G 3W4",Leaside Day Care Centre,East York,Toronto,"206 Laird Dr #100, East York, ON M4G 3W4"
244,exact_match,697792902e40cca8d4f82858,Ledbury Park Child Care Program,North York,Toronto,"95 Falkirk St, North York, ON M5M 4K1",Ledbury Park Child Care Program,North York,Toronto,"95 Falkirk St, North York, ON M5M 4K1"
245,exact_match,6977928e2e40cca8d4f8279e,Lee Wiggins Childcare Centre (The),North York,Toronto,"Student Centre, 4700 Keele Street 201 First, North York, ON M3J 1P3",Lee Wiggins Childcare Centre (The),North York,Toronto,"Student Centre, 4700 Keele Street 201 First, North York, ON M3J 1P3"
246,exact_match,697792962e40cca8d4f82d04,Lef - Vaughan Road Infant And Toddler Centre,Toronto,Toronto,"529 Vaughan Road Toronto, Ontario M6C 2R1",Lef - Vaughan Road Infant And Toddler Centre,Toronto,Toronto,"529 Vaughan Road Toronto, Ontario M6C 2R1"
247,exact_match,697792902e40cca8d4f8289d,Le Jardin De Moliere Inc,Etobicoke,Toronto,"3029 Lakeshore Boulevard West, 2nd floor, Etobicoke M8V 1K5",Le Jardin De Moliere Inc,Etobicoke,Toronto,"3029 Lakeshore Boulevard West, 2nd floor, Etobicoke M8V 1K5"
248,exact_match,697792962e40cca8d4f82d05,Le Petit Chaperon Rouge - Coxwell,Toronto,Toronto,"419 Coxwell Ave, Toronto, ON M4L 3B9",Le Petit Chaperon Rouge - Coxwell,Toronto,Toronto,"419 Coxwell Ave, Toronto, ON M4L 3B9"
249,exact_match,6977928e2e40cca8d4f82724,Le Petit Chaperon Rouge - Etobicoke (Facility #12270),Etobicoke,Toronto,"755 Royal York Rd, Etobicoke, ON M8Y 2T3",Le Petit Chaperon Rouge - Etobicoke (Facility #12270),Etobicoke,Toronto,"755 Royal York Rd, Etobicoke, ON M8Y 2T3"
250,exact_match,697792902e40cca8d4f82859,Le Petit Chaperon Rouge - Gainsborough,Toronto,Toronto,"250 Gainsborough Rd, Toronto, ON M4L 3C6",Le Petit Chaperon Rouge - Gainsborough,Toronto,Toronto,"250 Gainsborough Rd, Toronto, ON M4L 3C6"
251,exact_match,697792902e40cca8d4f827ef,Le Petit Chaperon Rouge - Jones,Toronto,Toronto,"343 Jones Ave, Toronto, ON M4J 3G4",Le Petit Chaperon Rouge - Jones,Toronto,Toronto,"343 Jones Ave, Toronto, ON M4J 3G4"
252,exact_match,697792962e40cca8d4f82d06,Le Petit Chaperon Rouge Milverton,Toronto,Toronto,"700 Milverton Blvd, Toronto, ON M4C 1X9",Le Petit Chaperon Rouge Milverton,Toronto,Toronto,"700 Milverton Blvd, Toronto, ON M4C 1X9"
253,exact_match,697792902e40cca8d4f8285a,Le Petit Chaperon Rouge - Queensdale,East York,Toronto,"80 Queensdale Ave, East York, ON M4J 1Y3",Le Petit Chaperon Rouge - Queensdale,East York,Toronto,"80 Queensdale Ave, East York, ON M4J 1Y3"
254,exact_match,697792962e40cca8d4f82c4c,Le Petit Chaperon Rouge - Richview,Etobicoke,Toronto,"59 Clement Rd, Etobicoke, ON M9R 1Y5",Le Petit Chaperon Rouge - Richview,Etobicoke,Toronto,"59 Clement Rd, Etobicoke, ON M9R 1Y5"
255,exact_match,697792962e40cca8d4f82c4d,Le Petit Chaperon Rouge - Scarborough,Scarborough,Toronto,"29 Meadowvale Rd, Scarborough, ON M1C 1R7",Le Petit Chaperon Rouge - Scarborough,Scarborough,Toronto,"29 Meadowvale Rd, Scarborough, ON M1C 1R7"
256,exact_match,697792962e40cca8d4f82c4e,Leroux Froebel Bilingual School,Toronto,Toronto,"72 Main St, Toronto, ON M4E 2V7",Leroux Froebel Bilingual School,Toronto,Toronto,"72 Main St, Toronto, ON M4E 2V7"
257,exact_match,697792962e40cca8d4f82c4f,Les Bouts D'Choux,Toronto,Toronto,"98 Essex St, Toronto, ON M6G 1T3",Les Bouts D'Choux,Toronto,Toronto,"98 Essex St, Toronto, ON M6G 1T3"
258,exact_match,697792902e40cca8d4f82912,Les Etoiles Brillantes 2,Toronto,Toronto,"100 Ravel Rd, Toronto, ON M2H 1S9",Les Etoiles Brillantes 2,Toronto,Toronto,"100 Ravel Rd, Toronto, ON M2H 1S9"
259,exact_match,6977928e2e40cca8d4f82725,Les Etoiles Brillantes - Garderie,Etobicoke,Toronto,"85 Forty First St, Etobicoke, ON M8W 3P1",Les Etoiles Brillantes - Garderie,Etobicoke,Toronto,"85 Forty First St, Etobicoke, ON M8W 3P1"
260,exact_match,6977928e2e40cca8d4f82726,Les Merveilles Du Monde,North York,Toronto,"150 Carnforth Rd, North York, ON M4A 2H6",Les Merveilles Du Monde,North York,Toronto,"150 Carnforth Rd, North York, ON M4A 2H6"
261,exact_match,697792962e40cca8d4f82d07,Life-Bridge Child Care,North York,Toronto,"17 St Patrick St, Toronto, ON M5T 1V1",Life-Bridge Child Care,North York,Toronto,"17 St Patrick St, Toronto, ON M5T 1V1"
262,exact_match,6977928e2e40cca8d4f824bf,"Lillian Public School, Extended Day Program",North York,Toronto,"1059 Lillian St, North York, ON M2M 3G1","Lillian Public School, Extended Day Program",North York,Toronto,"1059 Lillian St, North York, ON M2M 3G1"
263,exact_match,697792962e40cca8d4f82d09,Little Tots' Manor,Toronto,Toronto,"211 Belsize Dr, Toronto, ON M4S 1M3",Little Tots' Manor,Toronto,Toronto,"211 Belsize Dr, Toronto, ON M4S 1M3"
264,exact_match,697792902e40cca8d4f828a0,Little Tots' Manor 2,Toronto,Toronto,"376 Balliol St, Toronto, ON M4S 1E2",Little Tots' Manor 2,Toronto,Toronto,"376 Balliol St, Toronto, ON M4S 1E2"
265,exact_match,697792962e40cca8d4f82c52,Lucy Maud Montgomery Jr YMCA,Scarborough,Toronto,"95 Murison Boulevard, Scarborough, ON M1B 2L6",Lucy Maud Montgomery Jr YMCA,Scarborough,Toronto,"95 Murison Boulevard, Scarborough, ON M1B 2L6"
266,exact_match,6977928e2e40cca8d4f82728,Lynngate Jr YMCA,Scarborough,Toronto,"129 Cass Avenue, Scarborough, ON M1T 2B5",Lynngate Jr YMCA,Scarborough,Toronto,"129 Cass Avenue, Scarborough, ON M1T 2B5"
267,exact_match,697792902e40cca8d4f82980,Lynnwood Heights Junior Public School,Scarborough,Toronto,"50 Southlawn Dr, Scarborough, ON M1S 1J1",Lynnwood Heights Junior Public School,Scarborough,Toronto,"50 Southlawn Dr, Scarborough, ON M1S 1J1"
268,exact_match,697792902e40cca8d4f82981,Macaulay Centres For Chidren - St. Jane Frances,York,Toronto,"610 Jane St, York, ON M6S 4A6",Macaulay Centres For Chidren - St. Jane Frances,York,Toronto,"610 Jane St, York, ON M6S 4A6"
269,exact_match,6977928e2e40cca8d4f82729,Macaulay Child Development Centre - Dovercourt Child Care Centre,Toronto,Toronto,"228 Bartlett Avenue, Toronto, ON M6H 3G4",Macaulay Child Development Centre - Dovercourt Child Care Centre,Toronto,Toronto,"228 Bartlett Avenue, Toronto, ON M6H 3G4"
270,exact_match,697792902e40cca8d4f82914,Macaulay - Fh Miller Child Care Centre,Toronto,Toronto,"300 Caledonia Road, Toronto, ON M6E 4T5",Macaulay - Fh Miller Child Care Centre,Toronto,Toronto,"300 Caledonia Road, Toronto, ON M6E 4T5"
271,exact_match,697792902e40cca8d4f82915,Macaulay - George Syme Child Care Centre,Toronto,Toronto,"69 Pritchard Avenue, Toronto, ON M6N 1T6",Macaulay - George Syme Child Care Centre,Toronto,Toronto,"69 Pritchard Avenue, Toronto, ON M6N 1T6"
272,exact_match,697792902e40cca8d4f82916,Macaulay - Hj Alexander Child Care Centre,Toronto,Toronto,"30 King Street, Toronto, ON M9N 1K9",Macaulay - Hj Alexander Child Care Centre,Toronto,Toronto,"30 King Street, Toronto, ON M9N 1K9"
273,exact_match,6977928e2e40cca8d4f8272a,Macaulay - Humberwood Child Care Centre,Toronto,Toronto,"850 Humberwood Boulevard, Toronto, ON M9W 7A6",Macaulay - Humberwood Child Care Centre,Toronto,Toronto,"850 Humberwood Boulevard, Toronto, ON M9W 7A6"
274,exact_match,697792962e40cca8d4f82d0d,Macaulay - Jane Street Child Care Centre,Toronto,Toronto,"610 Jane Street, Toronto, ON M6S 4A6",Macaulay - Jane Street Child Care Centre,Toronto,Toronto,"610 Jane Street, Toronto, ON M6S 4A6"
275,exact_match,697792902e40cca8d4f8285b,Macaulay - Keelesdale Child Care Centre,Toronto,Toronto,"200 Bicknell Avenue, Toronto, ON M6M 4G9",Macaulay - Keelesdale Child Care Centre,Toronto,Toronto,"200 Bicknell Avenue, Toronto, ON M6M 4G9"
276,exact_match,697792962e40cca8d4f82d0e,Macaulay - Marlee Child Care Centre,Toronto,Toronto,"145 Marlee Avenue, Toronto, ON M6B 3H3",Macaulay - Marlee Child Care Centre,Toronto,Toronto,"145 Marlee Avenue, Toronto, ON M6B 3H3"
277,exact_match,697792902e40cca8d4f82917,Macaulay - Mountview Child Care Centre,Toronto,Toronto,"569 Jane Street, Toronto, ON M6S 4A3",Macaulay - Mountview Child Care Centre,Toronto,Toronto,"569 Jane Street, Toronto, ON M6S 4A3"
278,exact_match,697792902e40cca8d4f82918,Macaulay - Pelmo Park Child Care Centre,Toronto,Toronto,"180 Gary Drive, Toronto, ON M9N 2M1",Macaulay - Pelmo Park Child Care Centre,Toronto,Toronto,"180 Gary Drive, Toronto, ON M9N 2M1"
279,exact_match,697792962e40cca8d4f82d0f,Macaulay - Regent Street Child Care Centre,York,Toronto,"48 Regent St, York, ON M6N 3N9",Macaulay - Regent Street Child Care Centre,York,Toronto,"48 Regent St, York, ON M6N 3N9"
280,exact_match,697792902e40cca8d4f82919,Macaulay - St. Andre Child Care Centre,Toronto,Toronto,"36 Yvonne Avenue, Toronto, ON M3L 1C9",Macaulay - St. Andre Child Care Centre,Toronto,Toronto,"36 Yvonne Avenue, Toronto, ON M3L 1C9"
281,exact_match,697792902e40cca8d4f82806,Macaulay - St. John The Evangelist Child Care Centre,Toronto,Toronto,"23 George Street, Toronto, ON M9N 2B4",Macaulay - St. John The Evangelist Child Care Centre,Toronto,Toronto,"23 George Street, Toronto, ON M9N 2B4"
282,exact_match,697792902e40cca8d4f8297a,Macaulay - St. Jude Child Care Centre,Toronto,Toronto,"3251 Weston Road, Toronto, ON M9M 2T9",Macaulay - St. Jude Child Care Centre,Toronto,Toronto,"3251 Weston Road, Toronto, ON M9M 2T9"
283,exact_match,697792902e40cca8d4f8291a,Macaulay - St.Nicholas Of Bari Child Care Centre,Toronto,Toronto,"363 Rogers Road, Toronto, ON M6E 1R6",Macaulay - St.Nicholas Of Bari Child Care Centre,Toronto,Toronto,"363 Rogers Road, Toronto, ON M6E 1R6"
284,exact_match,6977928e2e40cca8d4f8272b,Macaulay - St. Paul VI,Toronto,Toronto,"270 Laughton Avenue, Toronto, ON M6N 2X8",Macaulay - St. Paul VI,Toronto,Toronto,"270 Laughton Avenue, Toronto, ON M6N 2X8"
285,exact_match,697792902e40cca8d4f8291b,Macaulay - St. Thomas Aquinas Child Care Centre,Toronto,Toronto,"636 Glenholme Avenue, Toronto, ON M6E 3G9",Macaulay - St. Thomas Aquinas Child Care Centre,Toronto,Toronto,"636 Glenholme Avenue, Toronto, ON M6E 3G9"
286,exact_match,697792962e40cca8d4f82c53,Macaulay - Stanley Child Care Centre,Toronto,Toronto,"75 Stanley Road, Toronto, ON M3N 1C2",Macaulay - Stanley Child Care Centre,Toronto,Toronto,"75 Stanley Road, Toronto, ON M3N 1C2"
287,exact_match,6977928e2e40cca8d4f82609,Macaulay - The Well,Toronto,Toronto,"440 Front St W, Toronto, ON M5V 0V2",Macaulay - The Well,Toronto,Toronto,"440 Front St W, Toronto, ON M5V 0V2"
288,exact_match,697792962e40cca8d4f82d10,Macaulay - Tippett Child Care Centre,Toronto,Toronto,"38 Monte Kwinter Court, Toronto, ON M3H 0E2",Macaulay - Tippett Child Care Centre,Toronto,Toronto,"38 Monte Kwinter Court, Toronto, ON M3H 0E2"
289,exact_match,697792902e40cca8d4f8291c,Macaulay - Valleyfield Child Care Centre,Toronto,Toronto,"35 Saskatoon Drive, Toronto, ON M9P 2E8",Macaulay - Valleyfield Child Care Centre,Toronto,Toronto,"35 Saskatoon Drive, Toronto, ON M9P 2E8"
290,exact_match,697792902e40cca8d4f8285c,Macaulay - Warren Park Child Care Centre,Toronto,Toronto,"135 Varsity Road, Toronto, ON M6S 4P4",Macaulay - Warren Park Child Care Centre,Toronto,Toronto,"135 Varsity Road, Toronto, ON M6S 4P4"
291,exact_match,6977928e2e40cca8d4f8272c,Main Square Day Care Centre,Toronto,Toronto,"265 Main St, Toronto, ON M4C 4X3",Main Square Day Care Centre,Toronto,Toronto,"265 Main St, Toronto, ON M4C 4X3"
292,exact_match,6977928e2e40cca8d4f8272d,Mandi Day Care,Etobicoke,Toronto,"30 Barrhead Crescent, Etobicoke, ON M9W 3Z7",Mandi Day Care,Etobicoke,Toronto,"30 Barrhead Crescent, Etobicoke, ON M9W 3Z7"
293,exact_match,6977928e2e40cca8d4f824b2,"Market Lane Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"246 The Esplanade, Toronto, ON M5A 4J6","Market Lane Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"246 The Esplanade, Toronto, ON M5A 4J6"
294,exact_match,697792902e40cca8d4f8285d,Martin Luther Child Care - Lakeshore,Etobicoke,Toronto,"2379 Lake Shore Blvd W, Etobicoke, ON M8V 1C3",Martin Luther Child Care - Lakeshore,Etobicoke,Toronto,"2379 Lake Shore Blvd W, Etobicoke, ON M8V 1C3"
295,exact_match,6977928e2e40cca8d4f827a1,Martin Luther Child Care - Superior,Etobicoke,Toronto,"5 Superior Ave, Etobicoke, ON M8V 2M1",Martin Luther Child Care - Superior,Etobicoke,Toronto,"5 Superior Ave, Etobicoke, ON M8V 2M1"
296,exact_match,6977928e2e40cca8d4f8272f,Maryvale Jr YMCA,Scarborough,Toronto,"1325 Pharmacy Ave, Scarborough, ON M1R 2J1",Maryvale Jr YMCA,Scarborough,Toronto,"1325 Pharmacy Ave, Scarborough, ON M1R 2J1"
297,exact_match,697792962e40cca8d4f82d13,Mary Ward Child Care Centre,Scarborough,Toronto,"3200 Kennedy Rd, Scarborough, ON M1V 3S8",Mary Ward Child Care Centre,Scarborough,Toronto,"3200 Kennedy Rd, Scarborough, ON M1V 3S8"
298,exact_match,697792902e40cca8d4f8291d,Maurice Cody Child Care,Toronto,Toronto,"364 Belsize Dr, Toronto, ON M4S 1N2",Maurice Cody Child Care,Toronto,Toronto,"364 Belsize Dr, Toronto, ON M4S 1N2"
299,exact_match,697792902e40cca8d4f8285e,McGregor Jr YMCA,East York,Toronto,"555 Mortimer Ave, East York, ON M4J 2G9",McGregor Jr YMCA,East York,Toronto,"555 Mortimer Ave, East York, ON M4J 2G9"
300,exact_match,697792902e40cca8d4f8281c,McMurrich Co-Operative Playschool,Toronto,Toronto,"115 Winona Dr, Toronto, ON M6G 3S8",McMurrich Co-Operative Playschool,Toronto,Toronto,"115 Winona Dr, Toronto, ON M6G 3S8"
301,exact_match,697792962e40cca8d4f82c54,McMurrich Sprouts,Toronto,Toronto,"115 Winona Dr, Toronto, ON M6G 3S8",McMurrich Sprouts,Toronto,Toronto,"115 Winona Dr, Toronto, ON M6G 3S8"
302,exact_match,697792962e40cca8d4f82d67,McNicoll Avenue Child Care Program,North York,Toronto,"155 McNicoll Ave, North York, ON M2H 2C1",McNicoll Avenue Child Care Program,North York,Toronto,"155 McNicoll Ave, North York, ON M2H 2C1"
303,exact_match,6977928e2e40cca8d4f82730,Miles Nadal Community Centre Nursery School,Toronto,Toronto,"750 Spadina Ave., Toronto, ON M5S 2J2",Miles Nadal Community Centre Nursery School,Toronto,Toronto,"750 Spadina Ave., Toronto, ON M5S 2J2"
304,exact_match,697792902e40cca8d4f82861,Millvalley Child Care Centre,Etobicoke,Toronto,"411 Mill Rd, Etobicoke, ON M9C 1Y9",Millvalley Child Care Centre,Etobicoke,Toronto,"411 Mill Rd, Etobicoke, ON M9C 1Y9"
305,exact_match,697792902e40cca8d4f82862,Millwood Jr YMCA,Toronto,Toronto,"222 Mill Road, Toronto, ON M9C 1Y2",Millwood Jr YMCA,Toronto,Toronto,"222 Mill Road, Toronto, ON M9C 1Y2"
306,exact_match,6977928e2e40cca8d4f827a3,Momentum Montessori Regent Park Inc,Toronto,Toronto,"237 Sackville St, Toronto, ON M5A 3G1",Momentum Montessori Regent Park Inc,Toronto,Toronto,"237 Sackville St, Toronto, ON M5A 3G1"
307,exact_match,6977928e2e40cca8d4f8246c,Monarch Manor,Toronto,Toronto,"240 Manor Rd E, Toronto, ON M4S 1R8",Monarch Manor,Toronto,Toronto,"240 Manor Rd E, Toronto, ON M4S 1R8"
308,exact_match,6977928e2e40cca8d4f82443,Monarch Park Montessori Inc.,Toronto,Toronto,"201 Monarch Park Ave, Toronto, ON M4J 4R9",Monarch Park Montessori Inc.,Toronto,Toronto,"201 Monarch Park Ave, Toronto, ON M4J 4R9"
309,exact_match,697792962e40cca8d4f82c55,Montrose Child Care Centre Inc.,Toronto,Toronto,"301 Montrose Ave, Toronto, ON M6G 3G9",Montrose Child Care Centre Inc.,Toronto,Toronto,"301 Montrose Ave, Toronto, ON M6G 3G9"
310,exact_match,697792902e40cca8d4f827f4,Morningside Children's Centre,Scarborough,Toronto,"292 Morningside Ave, Scarborough, ON M1E 3E7",Morningside Children's Centre,Scarborough,Toronto,"292 Morningside Ave, Scarborough, ON M1E 3E7"
311,exact_match,6977928e2e40cca8d4f82731,Morrish Jr YMCA,Scarborough,Toronto,"61 Canmore Boulevard, Scarborough, ON M1C 3T7",Morrish Jr YMCA,Scarborough,Toronto,"61 Canmore Boulevard, Scarborough, ON M1C 3T7"
312,exact_match,6977928e2e40cca8d4f82496,Moshava Ba'Ir Day Camp Of Toronto - Preschool,North York,Toronto,"159 Almore Avenue, North York, ON M3H 2H9",Moshava Ba'Ir Day Camp Of Toronto - Preschool,North York,Toronto,"159 Almore Avenue, North York, ON M3H 2H9"
313,exact_match,697792902e40cca8d4f828a2,Munchkinz Preschool Inc. (2193117 Ontario Inc.),Etobicoke,Toronto,"Munchkinz Preschool Inc, 260 The Queensway, Etobicoke, ON M8Y 1J4",Munchkinz Preschool Inc. (2193117 Ontario Inc.),Etobicoke,Toronto,"Munchkinz Preschool Inc, 260 The Queensway, Etobicoke, ON M8Y 1J4"
314,exact_match,6977928e2e40cca8d4f82732,Muppets Preschool Centre (Victoria Village),North York,Toronto,"88 Sweeney Dr, North York, ON M4A 1T7",Muppets Preschool Centre (Victoria Village),North York,Toronto,"88 Sweeney Dr, North York, ON M4A 1T7"
315,exact_match,6977928e2e40cca8d4f82733,Muppets Too Preschool Centre,North York,Toronto,"45 Cassandra Blvd, North York, ON M3A 1S5",Muppets Too Preschool Centre,North York,Toronto,"45 Cassandra Blvd, North York, ON M3A 1S5"
316,exact_match,697792962e40cca8d4f82c57,My Little School,North York,Toronto,"1492 Victoria Park Ave, North York, ON M4A 2M6",My Little School,North York,Toronto,"1492 Victoria Park Ave, North York, ON M4A 2M6"
317,exact_match,697792902e40cca8d4f8281b,My School Co-Op Nursery School,Toronto,Toronto,"116 Fermanagh Ave, Toronto, ON M6R 1M2",My School Co-Op Nursery School,Toronto,Toronto,"116 Fermanagh Ave, Toronto, ON M6R 1M2"
318,exact_match,6977928e2e40cca8d4f827a6,Narmer Montessori School,Scarborough,Toronto,"41 Glendinning Ave, Scarborough, ON M1W 3E2",Narmer Montessori School,Scarborough,Toronto,"41 Glendinning Ave, Scarborough, ON M1W 3E2"
319,exact_match,697792902e40cca8d4f827f5,Netivot Hatorah - South Campus,Thornhill,Toronto,"18 Atkinson Ave, Thornhill, ON L4J 8C8",Netivot Hatorah - South Campus,Thornhill,Toronto,"18 Atkinson Ave, Thornhill, ON L4J 8C8"
320,exact_match,697792902e40cca8d4f8280d,Network Bendale Acres Child Care Centre,Scarborough,Toronto,"2920 Lawrence Ave E, Scarborough, ON M1P 2T8",Network Bendale Acres Child Care Centre,Scarborough,Toronto,"2920 Lawrence Ave E, Scarborough, ON M1P 2T8"
321,exact_match,6977928e2e40cca8d4f824d4,Norman Ingram School Age YMCA,Don Valley East,Toronto,"50 Duncairn Road, North York, ON M3B 1C8",Norman Ingram School Age YMCA,Don Valley East,Toronto,"50 Duncairn Road, North York, ON M3B 1C8"
