status,excel_name,excel_city,excel_region,excel_address,db_name,db_city,db_region,db_address
exact_match,Roywood Child Care North York,Don Valley East,Toronto,"11 Roywood Dr, North York, ON M3A 2C7",Roywood Child Care North York,Don Valley East,Toronto,"11 Roywood Dr, North York, ON M3A 2C7"
exact_match,Runnymede Adventure Club,Parkdale-High Park,Toronto,"357 Runnymede Rd, Toronto, ON M6S 2Y7",Runnymede Adventure Club,Parkdale-High Park,Toronto,"357 Runnymede Rd, Toronto, ON M6S 2Y7"
exact_match,Toronto Metropolitan University Early Learning Centre,Toronto Centre,Toronto,"First Floor, Kerr Hall South West corner, 40 Gould St, Toronto, ON M5B 1X8",Toronto Metropolitan University Early Learning Centre,Toronto Centre,Toronto,"First Floor, Kerr Hall South West corner, 40 Gould St, Toronto, ON M5B 1X8"
partial_match,Scarborough Day Nursery School,Scarborough¬†Southwest,Toronto,"51 Eastwood Ave, Scarborough, ON M1N 2C1",Scarborough Day Nursery School,Scarborough Southwest,Toronto,"51 Eastwood Ave, Scarborough, ON M1N 2C1"
exact_match,Scarborough Jr YMCA,Scarborough Centre,Toronto,"230 Town Centre Court, Scarborough, ON M1P 4Y7",Scarborough Jr YMCA,Scarborough Centre,Toronto,"230 Town Centre Court, Scarborough, ON M1P 4Y7"
exact_match,Scarborough Village Day Nursery 1,Scarborough-Guildwood,Toronto,"215 Markham Road, Scarborough, ON M1J 3C4",Scarborough Village Day Nursery 1,Scarborough-Guildwood,Toronto,"215 Markham Road, Scarborough, ON M1J 3C4"
exact_match,Scarborough Village Day Nursery 2,Scarborough-Guildwood,Toronto,"155 Markham Road, Scarborough, ON M1M 3A1",Scarborough Village Day Nursery 2,Scarborough-Guildwood,Toronto,"155 Markham Road, Scarborough, ON M1M 3A1"
exact_match,Score Day Camp,Eglington-Lawrence,Toronto,"2760 Bathurst St, North York, ON M6B 3A1",Score Day Camp,Eglington-Lawrence,Toronto,"2760 Bathurst St, North York, ON M6B 3A1"
exact_match,Second Street School Age YMCA,Etobicoke-Lakeshore,Toronto,"71 Second Street, Etobicoke, ON M8V 2X4",Second Street School Age YMCA,Etobicoke-Lakeshore,Toronto,"71 Second Street, Etobicoke, ON M8V 2X4"
exact_match,Secord School Age YMCA,Beaches-East York,Toronto,"91 Barrington Avenue, Toronto, ON M4C 4Y9",Secord School Age YMCA,Beaches-East York,Toronto,"91 Barrington Avenue, Toronto, ON M4C 4Y9"
exact_match,Selwyn Community Child Care Centre,Beaches-East York,Toronto,"1 Selwyn Ave, East York, ON M4B 3J9",Selwyn Community Child Care Centre,Beaches-East York,Toronto,"1 Selwyn Ave, East York, ON M4B 3J9"
exact_match,Shirley Street Jr YMCA,Davenport,Toronto,"38 Shirley Street, Toronto, ON M6K 1S9",Shirley Street Jr YMCA,Davenport,Toronto,"38 Shirley Street, Toronto, ON M6K 1S9"
exact_match,"Shoreham Public Sports And Wellness Academy, Extended Day Program",Humber River-Black Creek,Toronto,"31 Shoreham Dr, North York, ON, M3N 2S6","Shoreham Public Sports And Wellness Academy, Extended Day Program",Humber River-Black Creek,Toronto,"31 Shoreham Dr, North York, ON, M3N 2S6"
exact_match,Silver Creek Centre For Early Learning & Development,Etobicoke Centre,Toronto,"65 Hartsdale Dr, Etobicoke, ON M9R 2S8",Silver Creek Centre For Early Learning & Development,Etobicoke Centre,Toronto,"65 Hartsdale Dr, Etobicoke, ON M9R 2S8"
exact_match,Sir Samuel B Steele Jr YMCA,Scarborough-Agincourt,Toronto,"131 Huntsmill Boulevard, Scarborough, ON M1W 2Y2",Sir Samuel B Steele Jr YMCA,Scarborough-Agincourt,Toronto,"131 Huntsmill Boulevard, Scarborough, ON M1W 2Y2"
exact_match,Small World Big Dreams Child Care Centre Inc.,Scarborough Centre,Toronto,"1051 Midland Ave #1085, Scarborough, ON M1K 4G7",Small World Big Dreams Child Care Centre Inc.,Scarborough Centre,Toronto,"1051 Midland Ave #1085, Scarborough, ON M1K 4G7"
exact_match,Sprucecourt Child Care Centre,Toronto Centre,Toronto,"70 Spruce St., Toronto, ON M5A 2J1",Sprucecourt Child Care Centre,Toronto Centre,Toronto,"70 Spruce St., Toronto, ON M5A 2J1"
exact_match,St. Alban's Boys And Girls Club Preschool,University-Rosedale,Toronto,"843 Palmerston Avenue, Toronto, ON M6G 2R8",St. Alban's Boys And Girls Club Preschool,University-Rosedale,Toronto,"843 Palmerston Avenue, Toronto, ON M6G 2R8"
exact_match,St.Ambrose YMCA,Etobicoke-Lakeshore,Toronto,"20 Coules Court, Etobicoke, ON M8W 2N9",St.Ambrose YMCA,Etobicoke-Lakeshore,Toronto,"20 Coules Court, Etobicoke, ON M8W 2N9"
exact_match,St. Andrew Child Care Centre,Etobicoke North,Toronto,"2533 Kipling Ave. Etobicoke, ON, M9V 3A8",St. Andrew Child Care Centre,Etobicoke North,Toronto,"2533 Kipling Ave. Etobicoke, ON, M9V 3A8"
exact_match,St. Bernadette's Family Resource Centre,Toronto-St. Paul's,Toronto,"D'Arcy McGee School, 20 Bansley Ave, York, ON M6E 2A2",St. Bernadette's Family Resource Centre,Toronto-St. Paul's,Toronto,"D'Arcy McGee School, 20 Bansley Ave, York, ON M6E 2A2"
partial_match,St. Boniface Jr YMCA,Scarborough¬†Southwest,Toronto,"20 Markanna Drive, Scarborough, ON M1M 2J1",St. Boniface Jr YMCA,Scarborough Southwest,Toronto,"20 Markanna Drive, Scarborough, ON M1M 2J1"
exact_match,St. Clement's Early Learning School,Eglington-Lawrence,Toronto,"70 St Clements Ave, Toronto, ON M4R 1H8",St. Clement's Early Learning School,Eglington-Lawrence,Toronto,"70 St Clements Ave, Toronto, ON M4R 1H8"
exact_match,St. Columba YMCA Child Care Centre,Scarborough-Rouge Park,Toronto,"10 John Tabor Trail, Scarborough, ON M1B 1M9",St. Columba YMCA Child Care Centre,Scarborough-Rouge Park,Toronto,"10 John Tabor Trail, Scarborough, ON M1B 1M9"
exact_match,St. Edward YMCA,Willowdale,Toronto,"1 Botham Rd., North York, ON M2N 2J6",St. Edward YMCA,Willowdale,Toronto,"1 Botham Rd., North York, ON M2N 2J6"
exact_match,St. Francis de Sales YMCA Child Care Centre,Humber River-Black Creek,Toronto,"333 Firgrove Crescent, North York, ON M3N 1K9",St. Francis de Sales YMCA Child Care Centre,Humber River-Black Creek,Toronto,"333 Firgrove Crescent, North York, ON M3N 1K9"
exact_match,St. Gabriel's Jr YMCA,Willowdale,Toronto,"396 Spring Garden Avenue, North York, ON M2N 3H5",St. Gabriel's Jr YMCA,Willowdale,Toronto,"396 Spring Garden Avenue, North York, ON M2N 3H5"
exact_match,St. George's School Age Child Care Programme,Etobicoke North,Toronto,"70 Princess Anne Crescent, Etobicoke, ON M9A 2P7",St. George's School Age Child Care Programme,Etobicoke North,Toronto,"70 Princess Anne Crescent, Etobicoke, ON M9A 2P7"
exact_match,St. George Mini School Inc,Don Valley East,Toronto,"33 Mallard Rd., North York, ON M3B 1S4",St. George Mini School Inc,Don Valley East,Toronto,"33 Mallard Rd., North York, ON M3B 1S4"
exact_match,St. George Mini School Inc - Bond,Don Valley East,Toronto,"141 Bond Ave., North York, ON M3B 1M1",St. George Mini School Inc - Bond,Don Valley East,Toronto,"141 Bond Ave., North York, ON M3B 1M1"
exact_match,St. George Mini School - Mallard,Don Valley East,Toronto,"25 Mallard Rd., North York, ON M3B 1S4",St. George Mini School - Mallard,Don Valley East,Toronto,"25 Mallard Rd., North York, ON M3B 1S4"
exact_match,St. Jerome Jr YMCA,York Centre,Toronto,"111 Sharpecroft Boulevard, North York, ON M3J 1P5",St. Jerome Jr YMCA,York Centre,Toronto,"111 Sharpecroft Boulevard, North York, ON M3J 1P5"
exact_match,St. Joseph Jr YMCA,Toronto-Danforth,Toronto,"176 Leslie Street, Toronto, ON M4M 3C7",St. Joseph Jr YMCA,Toronto-Danforth,Toronto,"176 Leslie Street, Toronto, ON M4M 3C7"
exact_match,St. Lawrence Co-Operative Day Care (2 Princess Street),Spadina-Fort York,Toronto,"2 Princess St, Toronto, ON M5A 4G6",St. Lawrence Co-Operative Day Care (2 Princess Street),Spadina-Fort York,Toronto,"2 Princess St, Toronto, ON M5A 4G6"
exact_match,St. Lawrence Co-Operative Day Care School Age (230 The Esplanade),Toronto Centre,Toronto,"230 The Esplanade, Toronto, ON M5A 4J6",St. Lawrence Co-Operative Day Care School Age (230 The Esplanade),Toronto Centre,Toronto,"230 The Esplanade, Toronto, ON M5A 4J6"
exact_match,St. Lawrence Infant Toddler Centre (4 Market Street),Spadina-Fort York,Toronto,"4 Market St, Toronto, ON M5E 1M6",St. Lawrence Infant Toddler Centre (4 Market Street),Spadina-Fort York,Toronto,"4 Market St, Toronto, ON M5E 1M6"
exact_match,St. Leo's YMCA Child Care,Etobicoke-Lakeshore,Toronto,"271 Royal York Road, Toronto, ON M8V 2V8",St. Leo's YMCA Child Care,Etobicoke-Lakeshore,Toronto,"271 Royal York Road, Toronto, ON M8V 2V8"
exact_match,St. Michael And All Angels Day Care Centre,Toronto-St. Paul's,Toronto,"611 St Clair Ave W, Toronto, ON M6C 1A3",St. Michael And All Angels Day Care Centre,Toronto-St. Paul's,Toronto,"611 St Clair Ave W, Toronto, ON M6C 1A3"
exact_match,St. Monica's Satellite (Central Eglinton),Don Valley West,Toronto,"14 Broadway Avenue, Toronto, Ontario, M4P 1T4",St. Monica's Satellite (Central Eglinton),Don Valley West,Toronto,"14 Broadway Avenue, Toronto, Ontario, M4P 1T4"
exact_match,St. Nicholas Child Care Centre - Network,Scarborough-Agincourt,Toronto,"1020 McNicoll Ave, Scarborough, ON M1W 2J6",St. Nicholas Child Care Centre - Network,Scarborough-Agincourt,Toronto,"1020 McNicoll Ave, Scarborough, ON M1W 2J6"
exact_match,St. Robert School Age YMCA,York Centre,Toronto,"70 Bainbridge Avenue, Toronto, ON M3H 2K2",St. Robert School Age YMCA,York Centre,Toronto,"70 Bainbridge Avenue, Toronto, ON M3H 2K2"
exact_match,St. Rose Of Lima YMCA Child Care,Scarborough-Guildwood,Toronto,"3220 Lawrence Avenue, Scarborough, ON M1H 1A4",St. Rose Of Lima YMCA Child Care,Scarborough-Guildwood,Toronto,"3220 Lawrence Avenue, Scarborough, ON M1H 1A4"
exact_match,St. Sylvester Child Care Centre,Scarborough-Agincourt,Toronto,"260 Silver Springs Boulevard, Toronto, ON M1V 3H7",St. Sylvester Child Care Centre,Scarborough-Agincourt,Toronto,"260 Silver Springs Boulevard, Toronto, ON M1V 3H7"
exact_match,St. Timothy YMCA Child Care,Don Valley North,Toronto,"2141 Deer Run Avenue Burlington, ON L7M 4C7",St. Timothy YMCA Child Care,Don Valley North,Toronto,"2141 Deer Run Avenue Burlington, ON L7M 4C7"
exact_match,St. Wilfrid YMCA Before and After School Program,Humber River-Black Creek,Toronto,"1685 Finch Avenue West, North York, ON M3J 2G8",St. Wilfrid YMCA Before and After School Program,Humber River-Black Creek,Toronto,"1685 Finch Avenue West, North York, ON M3J 2G8"
exact_match,Sunnyside Day Care - Roncesvalles,Parkdale-High Park,Toronto,"10 High Park Blvd, Toronto, ON M6R 1M4, Canada",Sunnyside Day Care - Roncesvalles,Parkdale-High Park,Toronto,"10 High Park Blvd, Toronto, ON M6R 1M4, Canada"
exact_match,Sunnyside - Keele,Parkdale-High Park,Toronto,"236 Keele St, Toronto, ON M6P 2K3, Canada",Sunnyside - Keele,Parkdale-High Park,Toronto,"236 Keele St, Toronto, ON M6P 2K3, Canada"
partial_match,"Taylor Creek Public School, Extended Day Program",Scarborough¬†Southwest,Toronto,"644 Warden Ave, Scarborough, ON, M1L 3Z3","Taylor Creek Public School, Extended Day Program",Scarborough Southwest,Toronto,"644 Warden Ave, Scarborough, ON, M1L 3Z3"
exact_match,Teddy Bear Academy,Parkdale-High Park,Toronto,"167 High Park Ave, Toronto, ON M6P 2S3, Canada",Teddy Bear Academy,Parkdale-High Park,Toronto,"167 High Park Ave, Toronto, ON M6P 2S3, Canada"
exact_match,Temple Sinai Nursery School,Eglington-Lawrence,Toronto,"210 Wilson Ave, North York, ON M5M 3B1, Canada",Temple Sinai Nursery School,Eglington-Lawrence,Toronto,"210 Wilson Ave, North York, ON M5M 3B1, Canada"
exact_match,Tfs Canada's International School (Mildenhall Branch),Don Valley West,Toronto,"306 Lawrence Ave E, North York, ON M4N 1T7, Canada",Tfs Canada's International School (Mildenhall Branch),Don Valley West,Toronto,"306 Lawrence Ave E, North York, ON M4N 1T7, Canada"
exact_match,The Creative Preschool Of East Toronto,Toronto-Danforth,Toronto,"16 Phin Ave, Toronto, ON M4J 3T2, Canada",The Creative Preschool Of East Toronto,Toronto-Danforth,Toronto,"16 Phin Ave, Toronto, ON M4J 3T2, Canada"
exact_match,The Giles School,Don Valley East,Toronto,"80 Scarsdale Rd, North York, ON M3B 2R7, Canada",The Giles School,Don Valley East,Toronto,"80 Scarsdale Rd, North York, ON M3B 2R7, Canada"
exact_match,The Junior Academy,Don Valley West,Toronto,"2454 Bayview Ave, Toronto, ON M2L 1A6, Canada",The Junior Academy,Don Valley West,Toronto,"2454 Bayview Ave, Toronto, ON M2L 1A6, Canada"
exact_match,The Montessori Schoolhouse,Parkdale-High Park,Toronto,"290 Runnymede Rd, Toronto, ON M6S 2Y6, Canada",The Montessori Schoolhouse,Parkdale-High Park,Toronto,"290 Runnymede Rd, Toronto, ON M6S 2Y6, Canada"
exact_match,The Munchkin Manor Daycare & Early Learning Centre,Willowdale,Toronto,"1087 Lillian St, North York, ON M2M 3G1, Canada",The Munchkin Manor Daycare & Early Learning Centre,Willowdale,Toronto,"1087 Lillian St, North York, ON M2M 3G1, Canada"
exact_match,The Munchkin Manor Daycare & Early Learning Centre Inc.,Willowdale,Toronto,"1087 Lillian St, North York, ON M2M 3G1, Canada",The Munchkin Manor Daycare & Early Learning Centre Inc.,Willowdale,Toronto,"1087 Lillian St, North York, ON M2M 3G1, Canada"
exact_match,The Toronto Cheder,Willowdale,Toronto,"475 Patricia Ave, North York, ON M2R 1Y8, Canada",The Toronto Cheder,Willowdale,Toronto,"475 Patricia Ave, North York, ON M2R 1Y8, Canada"
exact_match,The Toronto Heschel School,York Centre,Toronto,"819 Sheppard Ave W, North York, ON M3H 2T3, Canada",The Toronto Heschel School,York Centre,Toronto,"819 Sheppard Ave W, North York, ON M3H 2T3, Canada"
exact_match,Time For Play Nursery School,Parkdale-High Park,Toronto,"125 Evelyn Crescent, Toronto, ON M6P 3E8, Canada",Time For Play Nursery School,Parkdale-High Park,Toronto,"125 Evelyn Crescent, Toronto, ON M6P 3E8, Canada"
exact_match,Tiny Bumblebees Childcare Inc.,Toronto-St. Paul's,Toronto,"47 Acacia Rd, Toronto, ON M4S 2K6, Canada",Tiny Bumblebees Childcare Inc.,Toronto-St. Paul's,Toronto,"47 Acacia Rd, Toronto, ON M4S 2K6, Canada"
exact_match,Tiny Explorers Academy,Parkdale-High Park,Toronto,"402 Roncesvalles Ave, Toronto, ON M6R 2M9, Canada",Tiny Explorers Academy,Parkdale-High Park,Toronto,"402 Roncesvalles Ave, Toronto, ON M6R 2M9, Canada"
exact_match,Tiny Explorers Academy Inc,Toronto-St. Paul's,Toronto,"115 Merton St, Toronto, ON M4T 1V2, Canada",Tiny Explorers Academy Inc,Toronto-St. Paul's,Toronto,"115 Merton St, Toronto, ON M4T 1V2, Canada"
exact_match,Tng Central Neighbourhood House,Toronto Centre,Toronto,"349 Ontario St, Toronto, ON M5A 2V8, Canada",Tng Central Neighbourhood House,Toronto Centre,Toronto,"349 Ontario St, Toronto, ON M5A 2V8, Canada"
exact_match,Torah Tots Childcare,York Centre,Toronto,"37 Southbourne Ave, North York, ON M3H 1A4, Canada",Torah Tots Childcare,York Centre,Toronto,"37 Southbourne Ave, North York, ON M3H 1A4, Canada"
exact_match,Torah Tots Preschool,York Centre,Toronto,"37 Southbourne Ave, North York, ON M3H 1A4, Canada",Torah Tots Preschool,York Centre,Toronto,"37 Southbourne Ave, North York, ON M3H 1A4, Canada"
exact_match,Toronto Cheder,Willowdale,Toronto,"475 Patricia Ave, North York, ON M2R 1Y8, Canada",Toronto Cheder,Willowdale,Toronto,"475 Patricia Ave, North York, ON M2R 1Y8, Canada"
exact_match,Toronto Hebrew Congregation/Holy Blossom Temple Preschool,Toronto-St. Paul's,Toronto,"1950 Bathurst St, York, ON M5P 3K9, Canada",Toronto Hebrew Congregation/Holy Blossom Temple Preschool,Toronto-St. Paul's,Toronto,"1950 Bathurst St, York, ON M5P 3K9, Canada"
exact_match,Trace Manes School (8603758 Canada Inc),Don Valley West,Toronto,"822 Millwood Rd, Toronto, ON M4G 1W4, Canada",Trace Manes School (8603758 Canada Inc),Don Valley West,Toronto,"822 Millwood Rd, Toronto, ON M4G 1W4, Canada"
exact_match,Trust Child Care Inc.,Toronto-St. Paul's,Toronto,"29 Birch Ave, Toronto, ON M4V 1E4, Canada",Trust Child Care Inc.,Toronto-St. Paul's,Toronto,"29 Birch Ave, Toronto, ON M4V 1E4, Canada"
exact_match,Ukrainian Co-Op Nursery School,Etobicoke Centre,Toronto,"516 The Kingsway, Toronto, ON M9A 3W6, Canada",Ukrainian Co-Op Nursery School,Etobicoke Centre,Toronto,"516 The Kingsway, Toronto, ON M9A 3W6, Canada"
exact_match,University City Jr YMCA,Humber River-Black Creek,Toronto,"453 Sentinel Rd, North York, ON M3J 1V5, Canada",University City Jr YMCA,Humber River-Black Creek,Toronto,"453 Sentinel Rd, North York, ON M3J 1V5, Canada"
exact_match,Viva Kids Academy,Eglington-Lawrence,Toronto,"3420 Yonge St, Toronto, ON M4N 2M8, Canada",Viva Kids Academy,Eglington-Lawrence,Toronto,"3420 Yonge St, Toronto, ON M4N 2M8, Canada"
exact_match,Waldorf Academy Childcare Centre,Toronto-St. Paul's,Toronto,"250 Madison Ave, Toronto, ON M4V 2W6, Canada",Waldorf Academy Childcare Centre,Toronto-St. Paul's,Toronto,"250 Madison Ave, Toronto, ON M4V 2W6, Canada"
exact_match,Waldorf Academy Childcare Centre-Madison,Toronto-St. Paul's,Toronto,"250 Madison Ave, Toronto, ON M4V 2W6, Canada",Waldorf Academy Childcare Centre-Madison,Toronto-St. Paul's,Toronto,"250 Madison Ave, Toronto, ON M4V 2W6, Canada"
exact_match,Waterclub Jr YMCA,Spadina-Fort York,Toronto,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Waterclub Jr YMCA,Spadina-Fort York,Toronto,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada"
exact_match,Wedgewood School Age YMCA,Etobicoke Centre,Toronto,"5 Swan Ave, Etobicoke, ON M9B 1V1, Canada",Wedgewood School Age YMCA,Etobicoke Centre,Toronto,"5 Swan Ave, Etobicoke, ON M9B 1V1, Canada"
exact_match,Wee Leprechauns Child Care Centre Ltd,Don Valley East,Toronto,"235 The Donway E, North York, ON M3B 2Y8, Canada",Wee Leprechauns Child Care Centre Ltd,Don Valley East,Toronto,"235 The Donway E, North York, ON M3B 2Y8, Canada"
exact_match,Wellesworth School Age YMCA,Etobicoke Centre,Toronto,"225 Wellesworth Dr, Etobicoke, ON M9C 4S5, Canada",Wellesworth School Age YMCA,Etobicoke Centre,Toronto,"225 Wellesworth Dr, Etobicoke, ON M9C 4S5, Canada"
exact_match,West End Jr YMCA,Davenport,Toronto,"931 College St, Toronto, ON M6H 1A1, Canada",West End Jr YMCA,Davenport,Toronto,"931 College St, Toronto, ON M6H 1A1, Canada"
exact_match,West Hill Centre For Early Learning (Centres For Early Learning Inc.),Scarborough-Guildwood,Toronto,"4010 Lawrence Ave E, Scarborough, ON M1E 2R3, Canada",West Hill Centre For Early Learning (Centres For Early Learning Inc.),Scarborough-Guildwood,Toronto,"4010 Lawrence Ave E, Scarborough, ON M1E 2R3, Canada"
exact_match,"Westmount Junior School, Extended Day Program",Etobicoke Centre,Toronto,"95 Chapman Road, Etobicoke, ON M9P 1E9","Westmount Junior School, Extended Day Program",Etobicoke Centre,Toronto,"95 Chapman Road, Etobicoke, ON M9P 1E9"
exact_match,Weston Memorial B & A School Program,York South-Weston,Toronto,"200 John St, York, ON M9N 1K2, Canada",Weston Memorial B & A School Program,York South-Weston,Toronto,"200 John St, York, ON M9N 1K2, Canada"
exact_match,Westside Montessori School,University-Rosedale,Toronto,"95 Bellevue Avenue, 57 Sylvan Ave, Toronto, ON M5T 2N8, Canada",Westside Montessori School,University-Rosedale,Toronto,"95 Bellevue Avenue, 57 Sylvan Ave, Toronto, ON M5T 2N8, Canada"
exact_match,Westside Montessori School,Davenport,Toronto,"95 Bellevue Avenue, 57 Sylvan Ave, Toronto, ON M5T 2N8, Canada",Westside Montessori School,Davenport,Toronto,"95 Bellevue Avenue, 57 Sylvan Ave, Toronto, ON M5T 2N8, Canada"
exact_match,Weybourne School,Don Valley West,Toronto,"54 Lawrence Ave E, Toronto, ON M4N 1S3, Canada",Weybourne School,Don Valley West,Toronto,"54 Lawrence Ave E, Toronto, ON M4N 1S3, Canada"
exact_match,William Burgess Jr YMCA,Toronto-Danforth,Toronto,"100 Torrens Ave, East York, ON M4J 2P6, Canada",William Burgess Jr YMCA,Toronto-Danforth,Toronto,"100 Torrens Ave, East York, ON M4J 2P6, Canada"
exact_match,William G. Miller School Age YMCA,Scarborough-Rouge Park,Toronto,"60 Bennett Rd, Scarborough, ON M1E 3Y3, Canada",William G. Miller School Age YMCA,Scarborough-Rouge Park,Toronto,"60 Bennett Rd, Scarborough, ON M1E 3Y3, Canada"
exact_match,"Willow Park Junior Public School, Extended Day Program",Scarborough-Guildwood,Toronto,"45 Windover Dr, Scarborough, ON M1G 1P1","Willow Park Junior Public School, Extended Day Program",Scarborough-Guildwood,Toronto,"45 Windover Dr, Scarborough, ON M1G 1P1"
exact_match,Winchester Site Day Care (Central Neighbourhood House),Toronto Centre,Toronto,"15 Prospect St, Toronto, ON M4X 1C7, Canada",Winchester Site Day Care (Central Neighbourhood House),Toronto Centre,Toronto,"15 Prospect St, Toronto, ON M4X 1C7, Canada"
exact_match,Windermere Early Learning Centre,Parkdale-High Park,Toronto,"103 The Queensway, Toronto, ON M6S 5B4, Canada",Windermere Early Learning Centre,Parkdale-High Park,Toronto,"103 The Queensway, Toronto, ON M6S 5B4, Canada"
exact_match,Windermere Kids Inc.,Parkdale-High Park,Toronto,"356 Windermere Ave, Toronto, ON M6S 3L3, Canada",Windermere Kids Inc.,Parkdale-High Park,Toronto,"356 Windermere Ave, Toronto, ON M6S 3L3, Canada"
exact_match,Withrow Child Care Centre,Toronto-Danforth,Toronto,"25 Bain Ave, Toronto, ON M4K 1E5, Canada",Withrow Child Care Centre,Toronto-Danforth,Toronto,"25 Bain Ave, Toronto, ON M4K 1E5, Canada"
partial_match,Woodland Nursery School (Warden Woods Community Centre),Scarborough¬†Southwest,Toronto,"1 Firvalley Ct, Scarborough, ON M1L 1N8",Woodland Nursery School (Warden Woods Community Centre),Scarborough Southwest,Toronto,Not Found
exact_match,YMCA Child Development Centre (YMCA),Toronto Centre,Toronto,"15 Breadalbane St, Toronto, ON M4Y 1C2, Canada",YMCA Child Development Centre (YMCA),Toronto Centre,Toronto,"15 Breadalbane St, Toronto, ON M4Y 1C2, Canada"
exact_match,YMCA Of Greater Toronto - St Augustine,Humber River-Black Creek,Toronto,"98 Shoreham Dr, North York, ON M3N 1S9, Canada",YMCA Of Greater Toronto - St Augustine,Humber River-Black Creek,Toronto,"98 Shoreham Dr, North York, ON M3N 1S9, Canada"
exact_match,Young Talents Academy,Don Valley North,Toronto,"2255 Sheppard Ave E Suite 100, North York, ON M2J 4Y1, Canada",Young Talents Academy,Don Valley North,Toronto,"2255 Sheppard Ave E Suite 100, North York, ON M2J 4Y1, Canada"
